N_opt,avg_expH,std_expH,avg_expH_enhanced,std_expH_enhanced,avg_expH_enhanced_SDPvalue,std_expH_enhanced_SDPvalue,N,N_meas,Initial_state
0,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,4,10,++
1,2.1733333333333333,0.28666356587470265,1.626666666666667,0.2265254462036832,-4.472138230346482,1.7991031818198593e-06,4,10,++
2,-0.8866666666666667,0.3326285883350645,0.4866666666666666,0.26765151472265825,-4.47212892827158,4.29491575870686e-06,4,10,++
3,-1.0333333333333332,0.3804091364716561,1.06,0.2733951149689564,-4.472131854549014,3.6389990728800412e-06,4,10,++
4,-0.8933333333333333,0.35262570650604713,0.27599999999999997,0.3538613413314443,-4.472128745728907,4.515698248681626e-06,4,10,++
5,-1.3866666666666665,0.37967471457668717,0.34,0.34953683639925565,-4.472137906791272,3.9494012996329305e-06,4,10,++
6,-0.9173333333333332,0.242835984886004,-0.5466666666666667,0.3665478595399696,-4.4721351909003015,1.931821403120423e-06,4,10,++
7,-0.2933333333333333,0.4321810320276035,-0.20666666666666672,0.39679605732808276,-4.472136495740024,1.0410549955680984e-06,4,10,++
8,-0.32666666666666666,0.29461538015219474,-1.04,0.3364230141420834,-4.472135623824153,3.5873947192041764e-07,4,10,++
9,-1.0533333333333335,0.33924360306750406,-0.72,0.2845222115914483,-4.4721294617642835,2.964214692472609e-06,4,10,++
10,0.12000000000000004,0.33460025901563994,-0.4600000000000001,0.3434828153553602,-4.472138708328823,2.854960839659933e-06,4,10,++
11,-1.0,0.3836665218650176,-0.94,0.3710501613289263,-4.4721419664141475,7.6253781119309415e-06,4,10,++
12,0.013333333333333384,0.3741562359347882,-1.12,0.368,-4.4721354110120055,7.283056276664883e-08,4,10,++
13,0.0,0.3780652501002087,-0.5866666666666667,0.43462576494675914,-4.472138765004879,3.928689558007841e-06,4,10,++
14,-1.2133333333333334,0.29985477966657276,-1.2466666666666664,0.3534113121499588,-4.472135687883603,5.234994731364926e-07,4,10,++
15,-1.04,0.41540127855150166,-0.49333333333333335,0.4123084066839072,-4.472142882991452,5.319237644631298e-06,4,10,++
16,-0.7,0.3466666666666667,-0.8533333333333334,0.3368243854988333,-4.4721345608396375,1.908462439807273e-06,4,10,++
17,-1.12,0.2802411659822859,-0.42666666666666664,0.3484671194436188,-4.472133174771566,2.1705690752657208e-06,4,10,++
18,-0.40533333333333327,0.3006344698208182,-1.7333333333333334,0.3751147972436052,-4.472132021199047,2.218008000221371e-06,4,10,++
19,-0.49333333333333335,0.4148874010566669,-0.6066666666666667,0.26979498389209045,-4.47213735714104,4.051124900634215e-06,4,10,++
20,-0.26666666666666666,0.40966110655299237,-0.8266666666666667,0.44386985079462704,-4.4721374348286425,2.7724364757054008e-06,4,10,++
0,-2.9999928098639033,8.881784197001253e-17,-2.9999928098639033,8.881784197001253e-17,-2.9999928098639033,8.881784197001253e-17,4,10,HF
1,-2.213333333333334,0.3950268626590124,-2.466666666666667,0.3567756842735907,-4.472134316639803,7.860780448402421e-07,4,10,HF
2,-1.52,0.38370358930357223,-1.5266666666666666,0.29839273151707674,-4.472143240985732,5.325053557742634e-06,4,10,HF
3,-2.146666666666667,0.4345439499572447,-1.9866666666666666,0.3191544384080465,-4.472129873212575,4.37237523872501e-06,4,10,HF
4,-1.2399999999999998,0.4188959032716574,-1.7600000000000002,0.3820506074679985,-4.472133856478603,2.282655975280524e-06,4,10,HF
5,-1.846666666666667,0.3002102966625599,-1.32,0.31068669463339144,-4.47213497971773,2.6000539233006293e-07,4,10,HF
6,-1.2133333333333334,0.4286951779009831,-1.8866666666666665,0.3613210330009712,-4.472138966537481,3.0137162775353148e-06,4,10,HF
7,-0.7599999999999999,0.3565364248183097,-0.7866666666666667,0.3737521460362022,-4.472137405504533,1.3039450318563227e-06,4,10,HF
8,-0.7133333333333334,0.41112528504094703,-0.9733333333333334,0.3496893859794241,-4.4721333353194925,1.3834148260907189e-06,4,10,HF
9,-0.7466666666666667,0.3289201186374048,-1.1866666666666665,0.3341749375535049,-4.472133184428666,1.504850797226586e-06,4,10,HF
10,-0.22133333333333333,0.294131520091117,-1.22,0.3788544135504649,-4.472135914323462,6.11487038970733e-07,4,10,HF
11,-0.14666666666666672,0.40577169278630887,-0.6533333333333333,0.3489565397963859,-4.4721359884319405,6.714282997731267e-07,4,10,HF
12,-1.2666666666666668,0.4653314231097373,-1.6533333333333333,0.3375625045001954,-4.472136727063479,2.4421726975728107e-06,4,10,HF
13,-0.64,0.29569954721342107,-0.32,0.26831490619957904,-4.47214157039099,4.3323334363329066e-06,4,10,HF
14,-0.7333333333333334,0.3762977544445355,-1.0000000000000002,0.36123245824384176,-4.472131011878055,3.450880924919221e-06,4,10,HF
15,-0.8933333333333333,0.3916778721801316,-1.1066666666666667,0.3849248122830108,-4.4721338155657,3.59957181470087e-06,4,10,HF
16,-1.305333333333333,0.4228650638468756,-0.8666666666666667,0.32013885876114584,-4.472132866474147,3.2498462902940257e-06,4,10,HF
17,-0.6466666666666668,0.4537566650872592,-0.19999999999999993,0.3928245296708329,-4.472143087833381,4.864590878686057e-06,4,10,HF
18,-0.49333333333333335,0.35981229674496795,-1.0666666666666667,0.28047578623950176,-4.472134694883009,7.018436067138447e-07,4,10,HF
19,-0.7933333333333334,0.3718159640347777,-0.904,0.34701684877442673,-4.472135331849668,8.1977964963319e-07,4,10,HF
20,-0.6666666666666665,0.32822756333576464,-0.7599999999999999,0.388967864996583,-4.472133718187432,3.0606043956266933e-06,4,10,HF
0,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,4,100,++
1,3.0120435120435123,0.09429617015738473,3.0939069819069815,0.13127114536685844,-2.778003178419131,0.0746164046042471,4,100,++
2,-1.5921101121101122,0.20077646652553902,1.2766056166056166,0.15601726552440326,-3.3224663905815595,0.10144624345431871,4,100,++
3,-2.975272727272727,0.1833910526833003,0.32482761682761685,0.22236963462896084,-3.7516368340326336,0.07932895559671065,4,100,++
4,-2.9710378510378512,0.19762665452799702,-0.23653146853146859,0.24204119022400628,-3.852506641422149,0.08643665731359808,4,100,++
5,-3.1820295260295257,0.1716579148766556,-0.6547155067155067,0.2611079163174781,-3.950996501506354,0.0827884967051897,4,100,++
6,-3.0865019425019433,0.14854231426943926,-0.8635715395715396,0.21818660441406199,-4.091953575766511,0.08199876903291034,4,100,++
7,-2.9468131868131864,0.1594728003820253,-1.2580859140859142,0.21030642664768157,-4.078360370008542,0.06301872497654747,4,100,++
8,-2.794926406926407,0.23720256968065107,-1.1949716949716946,0.2569380264470405,-4.143654523157541,0.09050688636146029,4,100,++
9,-2.7681146631146625,0.1780261742916449,-1.2667354867354867,0.20680825384646315,-4.207399088352355,0.06538064535745766,4,100,++
10,-2.700442668442668,0.226779623184494,-1.2033100233100233,0.15305585572983874,-4.252701799342478,0.0371014036957246,4,100,++
11,-2.578307914307914,0.22518865176573155,-1.663007659007659,0.23021664139622028,-4.309145642425645,0.038370137619273985,4,100,++
12,-2.463091131091131,0.18117866646443603,-1.400162948162948,0.15119603340947635,-4.359666251730081,0.03027707819583591,4,100,++
13,-2.631314907314908,0.2437074153173732,-1.4952483072483072,0.19543070863384376,-4.277977724125465,0.06347858093942674,4,100,++
14,-2.580630036630036,0.17270543230765226,-1.5096645576645578,0.20739235184050883,-4.3273744535882255,0.03337849339192802,4,100,++
15,-2.672450216450217,0.16827076990504736,-1.5113091353091352,0.16736346001228397,-4.331158919833723,0.03405348393247562,4,100,++
16,-2.471616827616827,0.1974543153457553,-1.4963547563547561,0.2075155723317216,-4.346319677635899,0.03633762776853195,4,100,++
17,-2.287651015651016,0.19590503811522011,-1.5299393939393937,0.17037533969140703,-4.2807216840784434,0.040466688338157766,4,100,++
18,-2.473487845487845,0.1972076797678219,-1.5803520923520922,0.2144610987657165,-4.373452554198212,0.035696318233142614,4,100,++
19,-2.230425574425574,0.16033643656708146,-1.7921585081585076,0.1568833321015224,-4.392327212788238,0.026536394141170833,4,100,++
20,-2.2850967920967924,0.1597818329978345,-1.6066378066378064,0.16615214113806992,-4.364303895256179,0.044558990404030316,4,100,++
0,-2.999962918281591,0.0,-2.999962918281591,0.0,-2.999962918281591,0.0,4,100,HF
1,-3.225534909534909,0.12447314971975139,-3.0524377844377835,0.10376150488290159,-4.201541052899022,0.018195462723059563,4,100,HF
2,-2.555717615717616,0.18215295126114264,-3.1245474525474526,0.1568054335898685,-4.30874248832684,0.017199689213965762,4,100,HF
3,-2.3539203019203017,0.14130431404919663,-2.706095016095016,0.21460785268808064,-4.247693016800166,0.048035565885961674,4,100,HF
4,-2.4545827505827504,0.20388517367631098,-3.199549783549783,0.19581855953650337,-4.337148147775051,0.03656120675046525,4,100,HF
5,-2.1683005883005877,0.21625116567318708,-2.583808191808191,0.17698553109249512,-4.348771620905638,0.024397618454651437,4,100,HF
6,-2.2373031413031415,0.3176622660911498,-2.591996891996892,0.14846999062498323,-4.396245645039314,0.015174459200312466,4,100,HF
7,-1.9950622710622712,0.19434764623067494,-2.5328817848817846,0.16423877343497323,-4.390068888547879,0.03241841622094414,4,100,HF
8,-2.4465383505383507,0.2197646081494009,-2.3935651015651005,0.1628460061083159,-4.3860967108954565,0.02623669428424743,4,100,HF
9,-2.5196439116439118,0.16988280517357618,-2.210825618825618,0.17509270010471886,-4.398525702796343,0.019999048013131744,4,100,HF
10,-2.0464570984570982,0.24800933650572735,-2.1183674103674104,0.2117159241205925,-4.354851457021875,0.022888133897063866,4,100,HF
11,-2.518238206238206,0.22050921990482036,-2.3623088023088026,0.19904676955110331,-4.361620949814013,0.03531799537576654,4,100,HF
12,-2.2054376734376735,0.21644625912626428,-2.259634143634144,0.23087748445737938,-4.379330693227553,0.02985770953014385,4,100,HF
13,-2.5611730491730493,0.19558896277869645,-2.114483738483739,0.26617201053893846,-4.374317000014663,0.034994484743370496,4,100,HF
14,-2.2088649128649127,0.17916531544493935,-2.5347736707736708,0.19564030688780235,-4.362819189652494,0.027300550387078203,4,100,HF
15,-2.364012876012876,0.18298807278878285,-2.607060495060496,0.20786254375102248,-4.417138152350166,0.018348614611639894,4,100,HF
16,-2.0395346875346876,0.18431945047397452,-2.2362477522477517,0.1759154043848598,-4.383453583284649,0.022542080076325608,4,100,HF
17,-2.274212898212898,0.1947435706998381,-2.2953490953490956,0.19152824348624112,-4.3784949421373645,0.024950214666617825,4,100,HF
18,-2.142565434565435,0.2745465739209068,-2.3277522477522474,0.18048350612772196,-4.423503890441396,0.013367482666613015,4,100,HF
19,-1.7207512487512486,0.2334020864415253,-2.0302275502275497,0.16940471643751628,-4.417806029342699,0.014812829946505637,4,100,HF
20,-2.0643725163725164,0.24027318393498964,-2.133086913086913,0.1414088123493062,-4.364403264186284,0.031112033330039025,4,100,HF
0,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,4,1000,++
1,3.0037583733583104,0.033034935260925824,3.0379313238735675,0.029332952138496647,0.864311759732702,0.02117250543262601,4,1000,++
2,-1.2767954469481242,0.10830071344867591,-1.482417145141574,0.19650114832656423,-2.607868830381053,0.16065342941875554,4,1000,++
3,-3.8270583169930332,0.03121773128212088,-3.7769352040929274,0.05647324552082752,-4.22112823256834,0.03972569225110564,4,1000,++
4,-3.828772590462867,0.05373752824922547,-3.9956532698924354,0.053126437039516916,-4.329167728106825,0.01719045523605319,4,1000,++
5,-3.800846108246456,0.06082947130025459,-3.8667226010608924,0.05467841570827066,-4.342329774145984,0.014128795301458963,4,1000,++
6,-3.7985771353349342,0.05423029316418211,-3.7979775992801392,0.04125953238255836,-4.3558354316586705,0.013692548342819568,4,1000,++
7,-3.8164583980721454,0.0624836498971282,-3.8285798940096556,0.04094747962038359,-4.366385990190216,0.013526867567278448,4,1000,++
8,-3.695934985427632,0.06525741500178253,-3.837553836664751,0.0478975675677832,-4.369961532088636,0.013849625353710579,4,1000,++
9,-3.655234546490854,0.0906356654635532,-3.8411650648316136,0.043640976546540644,-4.369909801851069,0.011670648641743837,4,1000,++
10,-3.872307057017017,0.05502804060148063,-3.8675992000670254,0.0395560068030252,-4.389969004835502,0.013159783060265861,4,1000,++
11,-3.83709099880473,0.042109001083382946,-3.8710495553675504,0.03751290123305608,-4.388130181112758,0.011650952443730928,4,1000,++
12,-3.7725162671570205,0.07558152778611274,-3.8364506818983117,0.05018177490816104,-4.404145331416302,0.007630254924263134,4,1000,++
13,-3.822902464541743,0.054631929004556545,-3.861579732873555,0.03450456916673684,-4.412827685395558,0.008429258468026323,4,1000,++
14,-3.853685511272933,0.06510126160503328,-3.810801732703102,0.05023272627776133,-4.409900024014353,0.008765622736997823,4,1000,++
15,-3.749068052322719,0.07600109788776008,-3.822541585934667,0.03611520156185649,-4.415228024217041,0.007342971447429801,4,1000,++
16,-3.8195036782047884,0.04884908909021194,-3.7990694700525567,0.0373586690737298,-4.39976269946282,0.011453997467320325,4,1000,++
17,-3.7376119084651203,0.04459070816920554,-3.8158088354341184,0.0489962624133439,-4.409949710916973,0.007544067283098485,4,1000,++
18,-3.865425186717372,0.04211996293011553,-3.8107854996378476,0.05320619744828552,-4.409601981571573,0.00842091633915727,4,1000,++
19,-3.9064824324282483,0.04826961848547791,-3.735601277764125,0.039300410639770536,-4.407007196928547,0.008048173926432454,4,1000,++
20,-3.778031171872218,0.057422059327204525,-3.802606884192752,0.03504137281123133,-4.406267373152065,0.008816076850944165,4,1000,++
0,-2.999981530056819,8.881784197001253e-17,-2.999981530056819,8.881784197001253e-17,-2.999981530056819,8.881784197001253e-17,4,1000,HF
1,-2.9464384739188203,0.031401950621321464,-2.9330924977539827,0.038670492711460634,-3.7742456416943493,0.01986225994526984,4,1000,HF
2,-3.913320572121488,0.04426248102798378,-3.8264549195951547,0.05325332712862459,-4.201447520346149,0.028697744516188034,4,1000,HF
3,-3.8852345949192544,0.041720632659597606,-3.8484431887162587,0.03203215714434497,-4.27408372388575,0.011539845988393105,4,1000,HF
4,-3.8934532011874365,0.04400307789598442,-3.8712871475862123,0.03877221953401165,-4.3163642911677504,0.010930989664546443,4,1000,HF
5,-3.84019735497861,0.04124353423350904,-3.800910400443866,0.043831702475289266,-4.350630687983188,0.011788272786808331,4,1000,HF
6,-3.7882876054352237,0.0371340609001111,-3.8418116595849314,0.04086717535359634,-4.353395974614203,0.009952297784832562,4,1000,HF
7,-3.794721597868827,0.0321726624518365,-3.8167846474172045,0.04581591129518155,-4.362641181160004,0.01084192472342863,4,1000,HF
8,-3.8137409113287264,0.043991859219752336,-3.849870155370594,0.03549615485234158,-4.3770492750891865,0.010061314892300166,4,1000,HF
9,-3.8121132697935485,0.04256433526983937,-3.7951741927283615,0.04731638722621202,-4.368116722620444,0.008719054206662072,4,1000,HF
10,-3.854934712421527,0.03791415325933333,-3.8709721889386963,0.04541904637715468,-4.387122774688475,0.00796837780360889,4,1000,HF
11,-3.873402813379197,0.041019231192184646,-3.966728155127258,0.029855398786627498,-4.3953802475188155,0.010224179360916368,4,1000,HF
12,-3.853566241012381,0.033975482928498175,-3.93721822120065,0.039189896845194076,-4.405421121599635,0.008511207822753612,4,1000,HF
13,-3.791823046436902,0.046559344989333076,-3.855193348035813,0.041149335054588905,-4.407736562968949,0.00827304251459168,4,1000,HF
14,-3.8252322250557227,0.03903233606445654,-3.876372693806599,0.03419079033584455,-4.409679203571137,0.007932769538527744,4,1000,HF
15,-3.821877830441068,0.046257541041755314,-3.788160668576864,0.047069136939552135,-4.4116734439023935,0.010589417428696752,4,1000,HF
16,-3.821416685926141,0.050075111608542236,-3.8527808665364374,0.04549722168630064,-4.411907194916984,0.010975467082856778,4,1000,HF
17,-3.823107459202723,0.039860670154149694,-3.8213307710195665,0.04716203356473282,-4.411421878189892,0.009275836642741486,4,1000,HF
18,-3.798094338853559,0.04465028278230013,-3.8770133101814634,0.04094985181798243,-4.396951627280208,0.008687998892124509,4,1000,HF
19,-3.8984987156214417,0.042112544090664526,-3.8024361149528274,0.04269087525783931,-4.4032344451264915,0.007780410037350678,4,1000,HF
20,-3.8344321902594927,0.02974899960845397,-3.772144434031108,0.036493485198461136,-4.409226174175188,0.008230013575380526,4,1000,HF
0,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,2.9999999999999987,1.7763568394002506e-16,4,10000,++
1,2.9900311075635564,0.008334986813592713,3.0072223150013646,0.011382116354735407,2.302824128185948,0.011161140893536948,4,10000,++
2,-1.1466418040514335,0.011425240791555161,-1.3152234706856687,0.14410728361613045,-2.1325643743969147,0.1268793012163694,4,10000,++
3,-3.971246307171667,0.011513228586371035,-3.732965546425205,0.05790429569226635,-3.9597827649029704,0.051929600331155026,4,10000,++
4,-4.173858775971944,0.009863681418706137,-3.9449822504577146,0.010130775673990993,-4.2065934901480615,0.00831379233697246,4,10000,++
5,-4.167665872685302,0.013477641764407541,-3.984585897057438,0.011948073105720465,-4.26854489468717,0.00597728697114446,4,10000,++
6,-4.166085969999346,0.011865318764411426,-4.00856128921035,0.010475709581556587,-4.2874202391222624,0.00599319800298289,4,10000,++
7,-4.175011168235186,0.011451915618359438,-4.005142157214215,0.014258037096827195,-4.2983779410056755,0.005242472121982751,4,10000,++
8,-4.186457653182289,0.011970497277557323,-4.01495146994116,0.011107187151125495,-4.30476862505069,0.003588981995078246,4,10000,++
9,-4.158463677929657,0.008715065832606941,-4.033197598551203,0.014594888254803196,-4.3074913696760255,0.005077985399412047,4,10000,++
10,-4.140074387093719,0.013446714052624922,-4.047404648826639,0.013859163812974163,-4.314124438800909,0.005208464242163395,4,10000,++
11,-4.145099879910639,0.021591773697018497,-4.030351819437979,0.01322678156458201,-4.302494833883532,0.006509891669676771,4,10000,++
12,-4.171137330249385,0.01435033072169097,-4.064483880369256,0.013368898611107155,-4.324622805868037,0.004453914528923584,4,10000,++
13,-4.188347736469836,0.013512556663993152,-4.05400749305554,0.012168624032233373,-4.316069872945003,0.00551470452604108,4,10000,++
14,-4.161867660249678,0.018717459546344795,-4.070601683371239,0.01149067563626351,-4.314383877557608,0.004970593166419131,4,10000,++
15,-4.151640057826097,0.02949013102413625,-4.059341363319389,0.009694246708215688,-4.3184989364637865,0.005824254659562473,4,10000,++
16,-4.17514816041793,0.01276456502352381,-4.071479438919749,0.010958850742347544,-4.324820265560046,0.005342838465983862,4,10000,++
17,-4.133120354757489,0.025143642462842224,-4.072819539082764,0.011513026238325456,-4.323489965671793,0.005392935836510649,4,10000,++
18,-4.149656965250234,0.027029566569847736,-4.082277394376237,0.009838513344230334,-4.327931770811472,0.00468981477247335,4,10000,++
19,-4.104089326262755,0.04052392653138713,-4.086743266991802,0.011593837276388906,-4.330457115374548,0.005650098256216214,4,10000,++
20,-4.153082957331026,0.013114293736364371,-4.073373122919363,0.01294481176668959,-4.325301339056993,0.005983721702403379,4,10000,++
0,-2.999970229922161,0.0,-2.999970229922161,0.0,-2.999970229922161,0.0,4,10000,HF
1,-3.017023636949469,0.012011539624488823,-3.017636865673131,0.012924937496058433,-3.4528672180691378,0.04234787282934151,4,10000,HF
2,-3.7880958705704706,0.039257189334897316,-3.8079171421962674,0.013037591712002467,-4.082572663474647,0.006228268464930978,4,10000,HF
3,-3.9151679202788294,0.013867194902757752,-3.8642369630456033,0.01016689979299598,-4.147026911543518,0.004579249699236798,4,10000,HF
4,-3.971329676453914,0.013125887836189908,-3.9141333007739263,0.012041908161261574,-4.207145180416785,0.0056050253212551766,4,10000,HF
5,-4.012101565099391,0.01774755704792104,-3.987902902080703,0.010740725397979956,-4.2743183339235955,0.00561006807290004,4,10000,HF
6,-4.016082639597811,0.012488133260890977,-4.013924573984731,0.012774737784025672,-4.286516789395126,0.0063987097776279965,4,10000,HF
7,-3.9993878884286627,0.019034261188088555,-4.033918196815889,0.01172048015092496,-4.3100572988102845,0.004336239423087991,4,10000,HF
8,-4.024243119945163,0.014487717271318503,-4.037421154204151,0.015817872723521212,-4.310006636612674,0.006273201384426582,4,10000,HF
9,-4.0513968673535,0.013449098861754697,-4.079410240797877,0.011627440491941822,-4.322920883294425,0.00567554821462009,4,10000,HF
10,-4.02764779830652,0.014758298554457922,-4.071657394295259,0.011406964950103333,-4.325769491415788,0.0051741819311446145,4,10000,HF
11,-4.053712887538103,0.0203584844236423,-4.09690195460326,0.011544793250979055,-4.336553174480241,0.004659136520733041,4,10000,HF
12,-4.0384162052180805,0.019863531960579127,-4.085458117266747,0.01228457133527954,-4.331036901862962,0.003998229061961782,4,10000,HF
13,-4.094222622520706,0.015220018238718016,-4.085078889558227,0.011817859420985599,-4.336573043590316,0.004279077586548196,4,10000,HF
14,-4.068540985730155,0.017619550975576173,-4.0775260473752954,0.014355187474921626,-4.3308525797035475,0.00521687275330969,4,10000,HF
15,-4.085744156171969,0.01565764346826732,-4.101627577067078,0.013903734217687005,-4.346117612916462,0.004713730402860942,4,10000,HF
16,-4.068278244552266,0.01862534913605949,-4.08637313454013,0.014631871842925711,-4.33267882217551,0.006179500680333433,4,10000,HF
17,-4.053036186432285,0.011845177576387613,-4.099952011189028,0.014583679676963604,-4.341956284266003,0.004779137797342041,4,10000,HF
18,-4.061266178887305,0.018326482942547892,-4.081669826480312,0.011237542444680566,-4.337043583636426,0.005437615216653792,4,10000,HF
19,-4.052335579164333,0.013195496491109774,-4.119386325701423,0.010168068407952372,-4.351697812453061,0.005049460940183494,4,10000,HF
20,-4.02981340033426,0.02081972004874203,-4.100905123725681,0.013243261958680119,-4.3433448933521115,0.005098110688623432,4,10000,HF
