N_opt,avg_expH,std_expH,avg_expH_enhanced,std_expH_enhanced,avg_expH_enhanced_SDPvalue,std_expH_enhanced_SDPvalue,N,N_meas,Initial_state
1,-2.0540440495177337,0.03349197051391379,-1.9471524771524773,0.0545917301135637,-2.3861678012837597,0.004815065896684881,3,500,HF
2,-2.322370218475482,0.03905225497872686,-2.2847705627705626,0.03857591079429393,-2.7238057352712213,0.008062336370242775,3,500,HF
3,-2.4407520822257665,0.08607898643023977,-2.562154882154883,0.06315245626785455,-2.794021258196436,0.01388130752076792,3,500,HF
4,-2.4240126579073946,0.08750793115995219,-2.4583933064985697,0.04441143522638217,-2.805132890513203,0.006650401461912847,3,500,HF
5,-2.376399534189008,0.08235563163425637,-2.4898180299232933,0.06489318014400669,-2.8178742169568194,0.004037427768644132,3,500,HF
6,-2.31124720893142,0.10994349353521896,-2.5150247335510496,0.04598105026777779,-2.805819963696584,0.007081679187321582,3,500,HF
7,-2.0940211133895343,0.17444576647183463,-2.424830662514873,0.041047437968437,-2.810901881116656,0.007927198563222031,3,500,HF
8,-2.378413913571809,0.09666376553235648,-2.4523466747677274,0.05929316329054394,-2.819487255034681,0.00427299342508969,3,500,HF
9,-2.469843801422749,0.0713799898862362,-2.397382699172172,0.05366797584651652,-2.799576594246158,0.011393105724599107,3,500,HF
10,-2.396789144578619,0.07870435418859568,-2.3697763094605198,0.07088803491701196,-2.8116518432886757,0.007360194797443492,3,500,HF
1,-2.032110682110682,0.028626496261368716,-2.0385070785070782,0.03574789296137971,-2.5988542253969853,0.013863993208388182,3,1000,HF
2,-2.089176319176319,0.05962866948596981,-2.027548262548262,0.05655603987967476,-2.533498539392124,0.05226477980486288,3,1000,HF
3,-2.013069498069498,0.08357556476059634,-2.154221364221365,0.06806324824644153,-2.599874571223672,0.044971719048483606,3,1000,HF
4,-2.2550643500643504,0.09898596314850464,-2.2989060489060487,0.05845255372002282,-2.713478714020165,0.022449885511488143,3,1000,HF
5,-2.461518661518661,0.04999826657632714,-2.40953667953668,0.047144273701369574,-2.7637646457350558,0.017121255392288707,3,1000,HF
6,-2.467760617760618,0.060851277282349556,-2.4480244530244533,0.051743843865166714,-2.79409176637917,0.013353672273562803,3,1000,HF
7,-2.4702316602316605,0.05696571953739956,-2.538951093951094,0.05964005992712024,-2.7852958482220096,0.023380182164187087,3,1000,HF
8,-2.453783783783784,0.1029179315662192,-2.4947876447876447,0.02470100333855028,-2.8121863337246458,0.0032649387367480022,3,1000,HF
9,-2.461190476190476,0.07786706772867766,-2.473899613899614,0.036963017846160455,-2.8057454069277434,0.006127411328788921,3,1000,HF
10,-2.5199613899613906,0.07044260899280552,-2.478854568854569,0.04419797315415871,-2.8113995872503548,0.00801049219241157,3,1000,HF
1,-1.9846967322864182,0.017298268010487883,-1.9821564197124732,0.017699693441398514,-2.351080152026615,0.007746843096362687,3,2000,HF
2,-2.25398618349291,0.04158051582156107,-2.2648066900981703,0.028897303069139974,-2.5773145086386795,0.019686300239782992,3,2000,HF
3,-2.523260196455264,0.031040634842134374,-2.5260756993380316,0.039153333828587,-2.762131434279721,0.011845365699955531,3,2000,HF
4,-2.685954314339965,0.030940610746511433,-2.6064687108633295,0.023759922641434086,-2.800454184079922,0.006948830225440733,3,2000,HF
5,-2.766332969741041,0.01936798533196472,-2.661985632333166,0.02554884955750621,-2.811826725187994,0.0040898160257509,3,2000,HF
6,-2.707464708462467,0.021977029843515218,-2.65614475301695,0.023895637461023307,-2.821350869723752,0.002040528564512038,3,2000,HF
7,-2.727409202924898,0.02498960657956786,-2.708240617298913,0.0233647340343149,-2.8214028220236247,0.0018907699700836146,3,2000,HF
8,-2.754721967322864,0.025480002176056338,-2.7091081311933327,0.023325098183459896,-2.820671811818504,0.002053908980004301,3,2000,HF
9,-2.7288425645376315,0.02170531804299932,-2.6562812588373133,0.034078182753549284,-2.8164570116335965,0.0045037799494403175,3,2000,HF
10,-2.752803527422361,0.022636379658855094,-2.703540350087436,0.021644488415689278,-2.819879400715527,0.0031901114041967263,3,2000,HF
1,-1.9902901284919727,0.014574479781125433,-1.9892844113322772,0.014019677551524673,-2.313083160581256,0.007746811246806933,3,4000,HF
2,-2.3428591808415464,0.01924781311156034,-2.331208351093069,0.01574962980300152,-2.5915466418680113,0.007587594827347015,3,4000,HF
3,-2.576535284112651,0.027314265485141192,-2.6069650265976163,0.02507963801061546,-2.7698354665472773,0.012211307325558737,3,4000,HF
4,-2.7442581060427584,0.01602567652254605,-2.730023183661315,0.014900716089280258,-2.8154448483387755,0.0028422699131554928,3,4000,HF
5,-2.777737749640606,0.013881808652224875,-2.7357965408346825,0.013732822549156693,-2.8157694765747916,0.0034402879879448255,3,4000,HF
